regulator	target	beta.sign.sum	beta.non.zero	var.exp.median	var.exp.ranksum	prior
Rara	Slc29a3	1	1	0	475018.5	1
Batf	Gpt2	1	1	0	475019	1
Dnmt3a	Icam2	-1	1	0	475019	0
Stat4	Marcks	-1	1	0	475019	0
Zbed4	Tprkb	1	1	0	475019	0
Pbx2	Amz2	1	1	0	475019.5	0
Crebbp	Cnot1	1	1	0	475020	0
Fosl2	Epcam	1	1	0	475020	1
Foxp1	Hlcs	1	1	0	475020	1
Id2	Sik1	-1	1	0	475020.5	0
Ing2	Myo18a	1	1	0	475020.5	0
Egr2	Ccl5	1	1	0	475021	0
Ets2	Ankmy2	-1	1	0	475022	1
Ikzf4	Rcan3	1	1	0	475022.5	0
Stat2	Slc39a8	-1	1	0	475022.5	1
Otud7b	Golm1	-1	1	0	475023	0
Prkrir	Akr1b8	1	1	0	475023	0
Tcf25	Map3k14	1	1	0	475023	0
Rbpj	Cd74	1	1	0	475023.5	0
Egr2	Dcxr	1	1	0	475024	1
Ets2	Tmem71	1	1	0	475024	1
Tef	Ptprj	-1	1	0	475024	0
Dnmt3a	Zadh2	-1	1	0	475024.5	0
Nucb2	Stra6	1	1	0	475024.5	0
Ski	Icam2	1	1	0	475025	0
Stat4	Rgs11	1	1	0	475025	0
Trim24	Arhgap17	1	1	0	475025	0
Fosl2	Tubb6	1	1	0	475025.5	1
Nfatc2	Flot1	-1	1	0	475025.5	0
Klf10	Mapk7	1	1	0	475027	0
Ets2	Jag2	1	1	0	475027.5	0
Kdm2b	Ubtd1	-1	1	0	475027.5	0
Maff	2810021b07rik	1	1	0	475028	0
Rara	Litaf	1	1	0	475028	0
Stat3	H47	1	1	0	475028	0
Tcf12	Ckap4	-1	1	0	475028	0
Rel	Rcan3	1	1	0	475029	0
Myb	Kdm2b	-1	1	0	475030.5	1
Atf6	Rnf113a1	1	1	0	475031	0
Ercc5	Helb	1	1	0	475031	0
H2afx	Pcbp4	-1	1	0	475031.5	0
Ing2	Klhdc5	-1	1	0	475031.5	0
Akna	Appl2	1	1	0	475032	0
Gfi1	Il3	1	1	0	475032	0
Plagl1	Tspyl4	1	1	0	475032	0
Runx1	Ly6a	-1	1	0	475032	1
Scml4	Zfp239	-1	1	0	475032	0
Vax2	Stambp	-1	1	0	475032	0
Dnmt3b	Acy1	1	1	0	475033	0
Fancm	Lime1	-1	1	0	475033	0
Crebbp	Got1	-1	1	0	475034	0
Fosl2	Sesn1	1	1	0	475034	0
Sirt2	Chm	1	1	0	475034	0
Fbxo18	Samsn1	1	1	0	475034.5	0
Ifih1	Kdm2b	1	1	0	475034.5	0
Rara	Ptger4	1	1	0	475034.5	0
Crem	Ada	1	1	0	475035	0
Aes	Als2cl	1	1	0	475037	0
Fosl2	Hspa4l	1	1	0	475037	1
Myb	Abhd2	-1	1	0	475037	0
Stat3	Moap1	-1	1	0	475037	1
Ski	Tmem120b	-1	1	0	475038	0
Impdh1	Moap1	-1	1	0	475038.5	0
Zscan21	Rnf130	-1	1	0	475038.5	0
Batf	Ppm1d	-1	1	0	475039	1
Lef1	Rab6	-1	1	0	475039.5	0
Prkrir	Tnfsf11	-1	1	0	475039.5	0
Chd7	Nfyb	1	1	0	475040	0
Stat2	Hsd17b7	-1	1	0	475040	1
Zfp426	Igfbp4	-1	1	0	475040	0
Zfp426	Il9	-1	1	0	475040	0
Akna	Snx19	-1	1	0	475040.5	0
Etv6	Acsl5	-1	1	0	475040.5	1
Tbx21	Cyp2s1	1	1	0	475041	0
Bcl11b	Tle6	-1	1	0	475042	0
Irf5	Icam1	1	1	0	475042	0
Maff	Dgat1	-1	1	0	475042	0
Stat4	Icam1	1	1	0	475042	0
Klf4	Crtam	1	1	0	475042.5	0
Maf	Gap43	1	1	0	475043	0
Creb1	Spn	1	1	0	475043.5	0
Fancm	Rhoc	-1	1	0	475043.5	0
Sirt2	Nupr1	1	1	0	475043.5	0
Sra1	Rpl36al	1	1	0	475043.5	0
Pknox1	4930420k17rik	-1	1	0	475044	0
Mxi1	Ggta1	-1	1	0	475045	0
Pou2f2	2810021b07rik	-1	1	0	475045	0
Rad52	Rassf1	1	1	0	475045	0
Txk	Pgrmc1	-1	1	0	475045	0
Nfe2l2	Cyp2s1	1	1	0	475045.5	0
Sirt2	St7	-1	1	0	475045.5	0
Gata3	Ctsw	1	1	0	475046	1
Rpa2	Ccl3	1	1	0	475046	0
Zfp146	Sars	1	1	0	475046	0
Crebbp	Ubtd1	-1	1	0	475046.5	0
Sirt2	Rasal1	-1	1	0	475046.5	0
Cebpb	Rilpl2	-1	1	0	475047	0
Id2	Fam129b	1	1	0	475047	0
Tbx21	Ripk1	1	1	0	475047	1
Irf5	Cd5l	-1	1	0	475047.5	0
Crebbp	Hmgcl	-1	1	0	475048	0
Hopx	Lif	-1	1	0	475048	0
Sra1	Mapkbp1	1	1	0	475048	0
Impdh1	Rab6	1	1	0	475048.5	0
Klf3	Egln1	-1	1	0	475048.5	0
Ncoa1	Foxo1	1	1	0	475049	0
Chd7	Tspan5	1	1	0	475049.5	0
Dnmt3a	Ttc39c	-1	1	0	475050	0
Maff	Itgb7	-1	1	0	475050	0
H2afx	Pde7a	1	1	0	475050.5	0
Ahr	Acsbg1	1	1	0	475051	0
Batf	Ckap4	-1	1	0	475051	0
Klf10	Mettl8	-1	1	0	475051	0
Zfp36l1	Il12rb1	-1	1	0	475051	0
Smarca2	Il7r	1	1	0	475051.5	0
Txk	2310004i24rik	-1	1	0	475052	0
Crem	Syt11	1	1	0	475052.5	1
Ppp1r10	Ccr7	-1	1	0	475052.5	0
Dnmt3a	Pkp3	-1	1	0	475054	0
Ahr	Tspan13	-1	1	0	475054.5	0
Crem	Cxcr3	1	1	0	475054.5	0
Sra1	3110057o12rik	1	1	0	475055	0
Txk	Urm1	-1	1	0	475055.5	0
Gfi1	Rnf130	-1	1	0	475056.5	0
Ets2	Adam9	1	1	0	475057	1
Nfatc1	Ifitm2	1	1	0	475057	0
Cebpb	Ramp3	1	1	0	475058	0
Hmgn1	Tiparp	-1	1	0	475058	0
Klf7	Sesn1	-1	1	0	475058	0
Nfatc1	Haus8	-1	1	0	475058	0
Tal2	Gpsm2	1	1	0	475058	0
Txk	Fam102a	1	1	0	475058	0
Crebbp	Procr	1	1	0	475059	0
Ikzf4	Bzw2	-1	1	0	475059	0
Klf3	Chic2	1	1	0	475059	0
Batf	Cog6	1	1	0	475059.5	0
Klf7	E330009j07rik	1	1	0	475059.5	0
H1f0	Rgs14	1	1	0	475060	0
Rora	Bcl2l11	-1	1	0	475060	0
Scml4	Iqgap2	1	1	0	475060	0
Mafg	Cd4	1	1	0	475060.5	0
Aes	Mllt3	1	1	0	475061	0
Crebbp	Rab33a	-1	1	0	475061	0
Ikzf4	Ehd4	-1	1	0	475061	0
Stat3	Amz2	1	1	0	475061	1
Zfp426	2810021b07rik	1	1	0	475061	0
Gfi1	Akr1c12	1	1	0	475062	0
Nucb2	Tmem183a	-1	1	0	475062	0
Aes	Mxd1	1	1	0	475062.5	0
Aim2	Vldlr	-1	1	0	475063	0
Lef1	Itpr1	1	1	0	475063	1
Zscan21	Papolg	1	1	0	475063	0
Egr2	Srxn1	-1	1	0	475064	0
Ift57	Txndc17	1	1	0	475064	0
Pou2f2	Sh3bp1	-1	1	0	475064	1
Scml4	Tyw1	-1	1	0	475064	0
Trib3	Mapk3	1	1	0	475064.5	0
Ifih1	Marcks	1	1	0	475065	0
Rbpj	Ccbl2	-1	1	0	475065	0
Trps1	D930015e06rik	-1	1	0	475065	0
Batf3	Sytl3	1	1	0	475065.5	0
Chd7	Rab4b	1	1	0	475066	0
Impdh1	Tspan3	-1	1	0	475066	0
Prkrir	Tmtc4	1	1	0	475066	0
Atf6	Spn	-1	1	0	475067	0
Hist3h2a	Atad2b	1	1	0	475067	0
Max	Cd84	1	1	0	475067.5	1
Thap4	Pde8a	1	1	0	475067.5	0
H2afx	Sfmbt1	-1	1	0	475068	0
Kdm2b	Pex19	-1	1	0	475068	0
Pou2f2	Aldoa	-1	1	0	475068	0
Zfp239	Creb1	-1	1	0	475068	0
Ncoa1	Pet112l	-1	1	0	475069	0
Txk	Penk	-1	1	0	475069	0
Ift57	Pdpn	1	1	0	475069.5	0
Ets1	Pde7a	-1	1	0	475070	1
Fancm	Perp	-1	1	0	475070	0
H2afx	Zfp36l1	-1	1	0	475070	0
Kdm2b	Armcx2	1	1	0	475070	0
Zfp36l1	Adora2a	1	1	0	475070	0
Rxra	2310033p09rik	-1	1	0	475070.5	0
Etv6	Ccl4	-1	1	0	475071	0
Fli1	Stap1	1	1	0	475071	1
Klf4	Myst4	1	1	0	475071	0
Prkrir	Parp16	1	1	0	475071	0
Chd7	Slco3a1	-1	1	0	475071.5	0
Gfi1	Gdi1	1	1	0	475071.5	1
Klf4	Ptprcap	-1	1	0	475071.5	1
Smarca2	Dynll2	-1	1	0	475072	0
Atf6	Rasal1	-1	1	0	475072.5	1
Batf	Ubtd1	-1	1	0	475072.5	1
Ikzf3	Kcna3	-1	1	0	475073	0
Tox	Plac8	-1	1	0	475073	0
Klf3	Sh3kbp1	1	1	0	475073.5	1
Batf	Etv6	-1	1	0	475074	1
Rara	Vrk2	1	1	0	475074	1
Sox4	Itgb7	1	1	0	475074	1
Ncoa1	Ulk2	1	1	0	475074.5	0
Vax2	Nfyb	-1	1	0	475074.5	0
Dnmt3a	Id2	-1	1	0	475075	0
Gfi1	Adipor2	1	1	0	475075	0
Sra1	Osbpl2	1	1	0	475075	0
Eomes	Gne	1	1	0	475076	0
Atf6	Myd88	1	1	0	475076.5	0
Cebpb	C630004h02rik	1	1	0	475076.5	0
Dnmt3b	Brd3	1	1	0	475077	0
Exo1	C2cd2l	1	1	0	475077	0
Cebpb	Gm10345	-1	1	0	475077.5	0
Ski	Ripk1	1	1	0	475077.5	0
Hif1a	Tmem176b	-1	1	0	475078	0
Trib3	Casp6	1	1	0	475078	0
Eomes	Gpr146	-1	1	0	475078.5	0
Pou2f2	Map3k14	1	1	0	475078.5	1
Stat2	0610012g03rik	-1	1	0	475078.5	0
Tcf12	Slc38a1	1	1	0	475078.5	1
Pbx2	Nme4	-1	1	0	475079	0
Zscan21	Creb1	1	1	0	475079	0
Arid5a	D930015e06rik	-1	1	0	475080	0
Arid5a	Pts	-1	1	0	475080	0
Dnmt3a	Ppic	-1	1	0	475080	0
Lef1	Uba1	-1	1	0	475080	0
Thap4	Aim1	-1	1	0	475080	0
Satb1	2310033p09rik	1	1	0	475080.5	0
Dnmt3a	Sgk1	-1	1	0	475081	0
Klf7	Tnfsf11	-1	1	0	475081	0
Thap4	Bid	1	1	0	475081.5	0
Zfp36l1	Ucp2	-1	1	0	475081.5	0
Batf	Abcg2	-1	1	0	475082	1
H1f0	Pacsin1	-1	1	0	475082	0
Prkrir	Ckap4	1	1	0	475082.5	0
Rara	Fam49b	-1	1	0	475082.5	1
Irf5	Oas1b	1	1	0	475083	1
Son	Rbm15	-1	1	0	475083	0
Sox4	4930420k17rik	-1	1	0	475083	0
Hopx	Atf6	1	1	0	475084	0
Dffb	S100a6	-1	1	0	475084.5	0
Ing2	Pde6d	1	1	0	475084.5	0
Crem	Tspan13	-1	1	0	475085	0
Rxra	Qprt	1	1	0	475085	1
Thap4	Tmem120b	1	1	0	475085	0
Xrcc5	Rap1gds1	-1	1	0	475085	0
Nfil3	Dbt	-1	1	0	475086	0
Nfkb1	Hk1	-1	1	0	475086	1
Otud7b	Spsb1	-1	1	0	475086	0
Sirt2	Vim	1	1	0	475086	0
Cebpb	Tapbp	1	1	0	475086.5	0
Exo1	Inadl	-1	1	0	475086.5	0
Irf4	Cltb	1	1	0	475086.5	0
Dffb	Naga	-1	1	0	475087	0
Ets1	Dnmt3b	1	1	0	475087	0
Nfe2l2	Gnptab	1	1	0	475087	1
Zfp146	Pde8a	-1	1	0	475087.5	0
Max	Nfatc1	1	1	0	475088	0
Satb1	Ltb	1	1	0	475088	0
Ski	Gusb	-1	1	0	475088	0
Bcl11b	Aldoa	-1	1	0	475088.5	0
Nupr1	Tspyl4	1	1	0	475088.5	0
Vax2	Ehd4	1	1	0	475089	0
Tbx21	Tmem176a	1	1	0	475089.5	0
H2afx	Ick	1	1	0	475090	0
Zbed4	Sdcbp2	-1	1	0	475090	0
Ahr	Tmc6	-1	1	0	475091	0
Gata3	Flot2	1	1	0	475091	0
H2afx	Dyx1c1	1	1	0	475091	0
Irf5	Ets2	1	1	0	475091	0
Scml4	Slc25a45	1	1	0	475091.5	0
Rel	Tubb2b	1	1	0	475092	0
Xrcc5	Sipa1l2	-1	1	0	475092	0
Zfp146	Ppm1d	-1	1	0	475092	0
Thap4	Socs3	-1	1	0	475092.5	0
Pcbp4	Cs	1	1	0	475093	0
Pml	Cln5	-1	1	0	475093	0
Rxra	Anxa4	1	1	0	475093	0
Nfyb	Parp9	-1	1	0	475093.5	0
Ift57	Tnk2	-1	1	0	475094	0
Irf4	Gap43	1	1	0	475094	1
Nfe2l2	Sema4d	1	1	0	475094	1
Sirt2	Rap1gds1	1	1	0	475094	0
Rara	Hsd17b7	1	1	0	475094.5	0
Gata3	Wdfy2	-1	1	0	475095	1
Zbed4	Arfgap3	-1	1	0	475095	0
Batf3	Kcna3	1	1	0	475095.5	0
Foxo1	Nrip1	1	1	0	475095.5	1
Runx1	Stat4	1	1	0	475096	1
Nfkb1	Mecr	1	1	0	475096.5	1
Sox4	Phlpp1	1	1	0	475096.5	1
Ing2	Fam114a2	1	1	0	475097	0
Irf4	Flot1	1	1	0	475097	1
Rxra	Cldnd1	-1	1	0	475097	1
Klf7	Stk4	-1	1	0	475097.5	1
Hopx	Casp6	1	1	0	475098	0
Pou2f2	Hmgn1	-1	1	0	475098	1
Stat4	Tnfsf9	-1	1	0	475098	0
Eomes	Tex2	-1	1	0	475098.5	0
Ercc5	Srxn1	-1	1	0	475098.5	0
Klf10	Il21	1	1	0	475098.5	0
Ski	Tnfrsf13c	-1	1	0	475098.5	0
Ing2	Espn	1	1	0	475099	0
Pbx2	Ckap4	-1	1	0	475099	0
Smarca2	Slc1a4	-1	1	0	475099	0
Stat3	Ms4a6c	-1	1	0	475099	1
Crem	Vps54	-1	1	0	475099.5	0
Etv6	Gusb	-1	1	0	475100	1
Rara	Cd84	1	1	0	475100	1
Xrcc5	Ncoa1	-1	1	0	475100	0
Zfp239	Sphk1	-1	1	0	475100.5	0
Arid3a	Mfge8	1	1	0	475101	0
Dnmt3b	Trmt5	1	1	0	475101	0
Myb	Acsbg1	1	1	0	475101	0
Satb1	Ccrn4l	1	1	0	475101	0
Stat3	Lgals7	-1	1	0	475101	1
Tef	Cyp51	-1	1	0	475101	1
Zbed4	Slc30a1	1	1	0	475101	0
Crem	Itih5	-1	1	0	475101.5	0
Nfkb1	Tsga14	1	1	0	475101.5	1
Ift57	Srxn1	-1	1	0	475102	0
Klf3	Ccr8	-1	1	0	475102	0
Akna	Slc35d1	1	1	0	475103	0
Arid3a	Spsb1	1	1	0	475103	1
Nfatc2	Mpzl2	-1	1	0	475103	0
Son	Fancm	1	1	0	475103	0
Akna	Fam165b	-1	1	0	475104	0
Chd7	Sphk1	1	1	0	475104	0
Eomes	Tle6	1	1	0	475104	0
Plagl1	Apbb1ip	-1	1	0	475104.5	1
Ikzf3	Cdc25b	1	1	0	475105	0
Mafg	Foxo1	1	1	0	475105	0
Nucb2	B4galt1	1	1	0	475105	0
Ski	Ptprcap	-1	1	0	475105	0
Arid5a	Jak3	-1	1	0	475105.5	0
Runx1	Slain1	1	1	0	475105.5	0
Impdh1	Mvp	1	1	0	475106	0
Nfyb	Maoa	1	1	0	475106	0
Egr2	Hmgcl	-1	1	0	475107	1
Lef1	Tpd52	1	1	0	475107	1
Pbx2	Lgals7	-1	1	0	475107	0
Pou2f2	Ccr7	-1	1	0	475107	1
Pou2f2	Golm1	-1	1	0	475107	0
Sphk1	Ethe1	-1	1	0	475107	0
Crebbp	Tom1	1	1	0	475108	0
Zscan21	Acvrl1	-1	1	0	475108	0
Fbxo18	Ccl4	-1	1	0	475109	0
Hmgn1	Ly6a	1	1	0	475109	0
Myb	Kctd17	1	1	0	475109	0
Prkrir	Xylt2	-1	1	0	475109	0
Trim24	Wee1	-1	1	0	475109	0
Etv6	B4galnt1	1	1	0	475109.5	1
Ski	Ggta1	-1	1	0	475109.5	0
Fancm	Mapk6	-1	1	0	475110	0
Klf3	Chm	-1	1	0	475110	0
Dnmt3a	Flot1	-1	1	0	475111	0
Stat4	Alcam	1	1	0	475111	0
Max	Ptprcap	1	1	0	475111.5	0
Rara	Pgrmc1	1	1	0	475111.5	0
Foxp1	Rprd1a	-1	1	0	475112	0
Klf3	A430005l14rik	-1	1	0	475112	0
Prkrir	Acin1	-1	1	0	475112	0
Ets1	Bpnt1	1	1	0	475112.5	1
Ncoa1	Sms	-1	1	0	475112.5	0
Tef	Socs1	-1	1	0	475112.5	0
Cebpb	Cmah	1	1	0	475113	0
Prkrir	Ppp1r10	-1	1	0	475113	0
Zbed4	Smyd5	1	1	0	475113	0
Atf6	Vax2	1	1	0	475113.5	0
Atf6	Lpxn	1	1	0	475114	0
Klf7	Ggta1	1	1	0	475114	0
Stat4	Ppm1d	-1	1	0	475114	0
Aes	Smg5	-1	1	0	475114.5	0
Maf	Flna	-1	1	0	475114.5	1
Zfp239	Ptp4a1	-1	1	0	475114.5	0
Cebpb	Thoc3	-1	1	0	475115	0
Foxo1	H2-ab1	1	1	0	475115	0
H1f0	Mvp	-1	1	0	475115	0
Tox	Krtcap2	-1	1	0	475115.5	0
Fosl2	Isg20	1	1	0	475116.5	1
Nfatc2	Serpine1	-1	1	0	475116.5	0
Klf10	Plxnd1	1	1	0	475117	0
Mxi1	Nfyb	-1	1	0	475117	0
Id2	Slc39a8	1	1	0	475118	0
Akna	Phldb1	1	1	0	475118.5	0
Fancm	Nupr1	-1	1	0	475119	0
Trib3	Ppme1	1	1	0	475119.5	0
Arid3a	Tnfsf9	-1	1	0	475120	0
Creb1	Trim13	-1	1	0	475120.5	1
Son	Tef	-1	1	0	475120.5	0
Arid3a	Crtam	-1	1	0	475121	0
Irf4	Max	-1	1	0	475121.5	1
Klf3	Ada	1	1	0	475122	0
Bcl3	3110003a17rik	1	1	0	475122.5	0
Batf3	Ccr8	1	1	0	475123	0
Klf7	1190002n15rik	1	1	0	475123	0
Myb	4930420k17rik	-1	1	0	475123	0
Ncoa1	Sars	-1	1	0	475123	0
Dnmt3a	Litaf	1	1	0	475124	0
Nfkb1	Tspan13	-1	1	0	475124	1
Nfil3	Mllt3	1	1	0	475124.5	1
Hif1a	Ndrg4	1	1	0	475125	0
Hist3h2a	Syf2	1	1	0	475125	0
Vax2	Slc38a1	-1	1	0	475125	0
Ahr	Mical1	-1	1	0	475126	0
Nfkb1	Ets1	-1	1	0	475126	1
Klf7	Ccr5	1	1	0	475127.5	0
Rara	Adora2a	1	1	0	475127.5	0
Bcl3	Dhrs3	1	1	0	475128	1
Etv6	2610019f03rik	1	1	0	475128	0
Rel	Basp1	1	1	0	475128	0
Stat3	Slc25a30	1	1	0	475128	0
Zfp239	Ccl5	-1	1	0	475128.5	0
Bcl3	Cd28	-1	1	0	475129	0
Stat3	Son	-1	1	0	475129	1
Nucb2	Perp	1	1	0	475130	0
Satb1	4930583h14rik	1	1	0	475130	0
Txk	C2cd3	1	1	0	475130	0
Zfp36l1	Cstf2t	1	1	0	475130	0
Mxi1	Slc1a4	-1	1	0	475130.5	0
Myb	C1s	-1	1	0	475131	0
Pou2f2	Pknox1	1	1	0	475131	0
Stat3	Sdcbp2	1	1	0	475131	1
Trps1	Mboat7	1	1	0	475132	0
Lef1	M6pr	-1	1	0	475133	1
Prkrir	Icam1	-1	1	0	475133	0
Hmgn1	Ndrg2	-1	1	0	475133.5	0
Satb1	Ctla2b	1	1	0	475133.5	0
Trps1	Marcks	1	1	0	475133.5	0
Ikzf4	Socs3	1	1	0	475134	0
Satb1	Otud7b	-1	1	0	475134	0
Sox4	Pcgf1	-1	1	0	475134	0
Hopx	Ppp1r10	-1	1	0	475135	0
Tef	Slamf7	1	1	0	475135	0
Cebpb	Sla2	1	1	0	475136	0
Lef1	Spin4	-1	1	0	475136	0
Ift57	Ppp1cc	1	1	0	475136.5	0
Mafg	Gpsm2	1	1	0	475136.5	0
Irf4	Il10rb	1	1	0	475137	1
Irf5	Akap12	1	1	0	475137	0
Klf7	Plod3	1	1	0	475137	0
Naca	Ppcdc	-1	1	0	475137	0
Ncoa1	9030617o03rik	-1	1	0	475137	0
Scml4	Aldoa	-1	1	0	475137	0
Klf4	Aqp3	1	1	0	475137.5	1
Ets2	Cd44	1	1	0	475138	1
Irf5	Lbp	-1	1	0	475138	0
Cebpb	Sqle	-1	1	0	475139	0
Fosl2	Klf4	1	1	0	475139	1
Maf	Serpinb9	1	1	0	475139	1
Ifih1	Cd70	1	1	0	475139.5	0
H1f0	Mapk6	-1	1	0	475140	0
Satb1	Ripk3	-1	1	0	475140	0
Hopx	B3gnt2	-1	1	0	475141	0
Pou2f2	Moap1	1	1	0	475141	0
Prkrir	Slc38a1	-1	1	0	475141	0
Rxra	Pts	-1	1	0	475141	1
Thap4	Dgat1	-1	1	0	475141	0
Ahr	Sema4a	-1	1	0	475142.5	0
Ahr	Armcx2	-1	1	0	475143	0
Ifih1	St3gal1	1	1	0	475143.5	0
Klf4	Gsn	1	1	0	475143.5	0
Lef1	Rilpl2	-1	1	0	475143.5	0
Lef1	Adam19	-1	1	0	475144	0
Mafg	Uba1	-1	1	0	475144	0
Foxo1	Urm1	-1	1	0	475144.5	0
Satb1	Gdi1	1	1	0	475144.5	0
Ski	Sap30	-1	1	0	475145	0
Stat3	Acot13	1	1	0	475145	1
Ski	Phlda3	-1	1	0	475146	0
Tbx21	Wee1	-1	1	0	475146	0
Son	Dnajc21	1	1	0	475146.5	0
Klf10	Myd88	1	1	0	475147	0
Naca	Tnfsf9	-1	1	0	475147	0
Tbx21	Gpr65	1	1	0	475147	0
Exo1	Pde6d	1	1	0	475147.5	0
Klf3	Slamf7	-1	1	0	475148	0
Klf7	Phldb1	-1	1	0	475148	1
Tcf25	Ccr8	1	1	0	475148	0
Crem	Rab33a	-1	1	0	475149	0
Ets2	Rdh10	-1	1	0	475149	0
Nupr1	Dnajc12	1	1	0	475149	0
Ski	Ebag9	-1	1	0	475149	0
Crebbp	H2afx	1	1	0	475149.5	0
Gata3	Litaf	-1	1	0	475150	1
Fosl2	Serpine1	-1	1	0	475151	1
Tbx21	Tsc22d3	1	1	0	475151	0
Sox4	Cd200r1	1	1	0	475151.5	0
Mxi1	Tbx21	-1	1	0	475152.5	0
Fancm	Akr1c13	1	1	0	475153	0
Pbx2	Tmem71	-1	1	0	475153	0
Bcl11b	4930420k17rik	-1	1	0	475153.5	0
Foxo1	Lsp1	1	1	0	475153.5	0
Myb	Vav3	-1	1	0	475153.5	1
Eomes	Map3k8	-1	1	0	475154	0
Lrrfip1	Tnnt2	1	1	0	475154	0
Vax2	Krtcap2	1	1	0	475154	0
Aes	Srxn1	-1	1	0	475154.5	0
Tcf12	Gnpda1	1	1	0	475154.5	0
Chd7	Otud7b	1	1	0	475155	0
Ncoa1	Rhebl1	-1	1	0	475155	0
Stat3	Slc39a1	1	1	0	475155	1
Fbxo18	Dhrs3	1	1	0	475155.5	0
H2afx	Cdc25b	1	1	0	475155.5	0
Ifih1	Cd28	-1	1	0	475155.5	0
Cebpb	Sytl3	-1	1	0	475156	0
Crem	Parp16	-1	1	0	475156	0
Klf3	Rab6	-1	1	0	475156	0
Klf7	C2cd2l	1	1	0	475157	0
Crem	Id2	-1	1	0	475157.5	0
Ets2	Satb1	1	1	0	475157.5	1
Son	Wdr82	1	1	0	475158	0
Zfp36l1	Sphk1	1	1	0	475158	0
Nucb2	Rbm43	1	1	0	475158.5	0
Maf	Pvt1	-1	1	0	475160	1
Mxi1	Ndrg2	-1	1	0	475160	0
Stat3	Dbt	1	1	0	475160	0
Crem	0610012g03rik	-1	1	0	475160.5	0
Fosl2	Rpn1	-1	1	0	475160.5	0
Ddit3	Akr1c13	1	1	0	475161	0
Batf3	Ahr	-1	1	0	475162	0
Bcl3	D930015e06rik	1	1	0	475162	0
Chd7	Acy1	-1	1	0	475162	0
Ing2	Ddx51	-1	1	0	475162	0
Batf	Tsga14	1	1	0	475163	0
Ikzf3	Arhgdig	1	1	0	475163	0
Mafg	Lbp	1	1	0	475163	0
Arid3a	Ccrn4l	-1	1	0	475163.5	0
Nfe2l2	Tspan5	1	1	0	475163.5	0
Creb1	Tmem184b	-1	1	0	475164	0
H1f0	Ulk2	1	1	0	475164.5	0
Satb1	Fth1	1	1	0	475164.5	0
Arid3a	Gbp2	-1	1	0	475165	0
Chd7	Id2	1	1	0	475165	0
Lef1	Ifit2	1	1	0	475165	0
Trib3	Cd96	-1	1	0	475165	0
Crebbp	Tmem173	1	1	0	475166	0
Gata3	Slc1a4	-1	1	0	475166	1
Sphk1	Timp1	1	1	0	475166	0
Ets1	Perp	-1	1	0	475166.5	0
Akna	Nlgn2	-1	1	0	475167	0
Batf3	Ddx51	1	1	0	475167	0
Gata3	Tfg	-1	1	0	475167	0
Txk	Prnp	1	1	0	475167	0
Fli1	Trpv2	1	1	0	475167.5	1
Myb	Gem	1	1	0	475167.5	1
Hif1a	Pfkp	1	1	0	475168	0
Ncoa1	Ccbl2	-1	1	0	475168	0
Nfyb	Ccrn4l	1	1	0	475168	0
Sox4	Map3k8	1	1	0	475168	0
Sra1	Perp	1	1	0	475168	0
Cebpb	Capg	-1	1	0	475169	0
Ercc5	Ephx1	1	1	0	475169	0
Hist3h2a	Ifnar1	1	1	0	475169	0
Ift57	Lif	1	1	0	475169	0
Ikzf3	Sptlc1	-1	1	0	475169	0
Ifih1	Vps54	-1	1	0	475169.5	0
Irf5	Pomt2	1	1	0	475169.5	0
Akna	Mllt6	-1	1	0	475170	0
Nfkb1	Armcx2	-1	1	0	475170	0
Fli1	Gadd45g	-1	1	0	475170.5	0
Pbx2	Smox	-1	1	0	475171	0
Rbpj	Procr	-1	1	0	475171	0
Sox4	Atf6	1	1	0	475171	0
Pcbp4	Gys1	1	1	0	475172	0
Cebpb	Gfi1	-1	1	0	475172.5	0
Nfatc2	Adam8	-1	1	0	475172.5	0
Bcl11b	Ggta1	-1	1	0	475173	0
Hmgn1	Ap4m1	1	1	0	475173	0
Pbx2	Pdzk1ip1	1	1	0	475173	0
Gfi1	Cbx4	1	1	0	475173.5	0
Hopx	4930583h14rik	1	1	0	475173.5	0
Rel	Frmd4b	1	1	0	475174	1
Sra1	Ankra2	1	1	0	475174	0
Tef	Lrrc33	1	1	0	475174	0
Akna	Adarb1	-1	1	0	475174.5	0
Hmgn1	Trmt5	1	1	0	475175	0
Max	Son	-1	1	0	475175	1
Rpa2	Papolg	-1	1	0	475175	0
Ppp1r10	Abhd6	1	1	0	475175.5	0
Hmgn1	Riok3	-1	1	0	475176	0
Maf	Plekha2	-1	1	0	475176	0
Maff	Rgs11	-1	1	0	475176	0
Hmgn1	Ramp3	-1	1	0	475177	0
Egr3	Slc19a2	-1	1	0	475177.5	1
Inhba	Gpr65	1	1	0	475177.5	0
Gata3	Pak1	1	1	0	475178	0
Id2	Rorc	1	1	0	475178	0
Klf10	Gypc	-1	1	0	475178	0
Pbx2	Adam8	-1	1	0	475178	0
Batf	Rassf1	1	1	0	475178.5	1
Lef1	Spn	-1	1	0	475179	0
Maf	B3gnt2	1	1	0	475179	1
Ski	Thap4	-1	1	0	475179	0
Tcf25	A2ld1	-1	1	0	475179	0
Ifih1	Itpr1	1	1	0	475179.5	0
Dnmt3a	Mical1	-1	1	0	475180	0
Exo1	Cyp2s1	-1	1	0	475180	0
